,imageID,image_path,category,characterID_category,characterID_sum
39,0462_07,0462_07.png,Gujarati,character45,2
40,0428_14,0428_14.png,Gujarati,character11,3
41,0428_15,0428_15.png,Gujarati,character11,3
42,0428_01,0428_01.png,Gujarati,character11,3
43,0428_17,0428_17.png,Gujarati,character11,3
44,0428_03,0428_03.png,Gujarati,character11,3
45,0428_02,0428_02.png,Gujarati,character11,3
46,0428_16,0428_16.png,Gujarati,character11,3
47,0428_12,0428_12.png,Gujarati,character11,3
48,0428_06,0428_06.png,Gujarati,character11,3
49,0428_07,0428_07.png,Gujarati,character11,3
50,0428_13,0428_13.png,Gujarati,character11,3
51,0428_05,0428_05.png,Gujarati,character11,3
52,0428_11,0428_11.png,Gujarati,character11,3
53,0428_10,0428_10.png,Gujarati,character11,3
54,0428_04,0428_04.png,Gujarati,character11,3
55,0428_09,0428_09.png,Gujarati,character11,3
56,0428_08,0428_08.png,Gujarati,character11,3
57,0428_20,0428_20.png,Gujarati,character11,3
58,0428_18,0428_18.png,Gujarati,character11,3
59,0428_19,0428_19.png,Gujarati,character11,3
60,0433_18,0433_18.png,Gujarati,character16,4
61,0433_19,0433_19.png,Gujarati,character16,4
62,0433_09,0433_09.png,Gujarati,character16,4
63,0433_20,0433_20.png,Gujarati,character16,4
64,0433_08,0433_08.png,Gujarati,character16,4
65,0433_11,0433_11.png,Gujarati,character16,4
66,0433_05,0433_05.png,Gujarati,character16,4
67,0433_04,0433_04.png,Gujarati,character16,4
68,0433_10,0433_10.png,Gujarati,character16,4
69,0433_06,0433_06.png,Gujarati,character16,4
70,0433_12,0433_12.png,Gujarati,character16,4
71,0433_13,0433_13.png,Gujarati,character16,4
72,0433_07,0433_07.png,Gujarati,character16,4
73,0433_03,0433_03.png,Gujarati,character16,4
74,0433_17,0433_17.png,Gujarati,character16,4
75,0433_16,0433_16.png,Gujarati,character16,4
76,0433_02,0433_02.png,Gujarati,character16,4
77,0433_14,0433_14.png,Gujarati,character16,4
78,0433_01,0433_01.png,Gujarati,character16,4
79,0433_15,0433_15.png,Gujarati,character16,4
80,0446_08,0446_08.png,Gujarati,character29,5
81,0446_20,0446_20.png,Gujarati,character29,5
82,0446_09,0446_09.png,Gujarati,character29,5
83,0446_19,0446_19.png,Gujarati,character29,5
84,0446_18,0446_18.png,Gujarati,character29,5
85,0446_02,0446_02.png,Gujarati,character29,5
86,0446_16,0446_16.png,Gujarati,character29,5
87,0446_17,0446_17.png,Gujarati,character29,5
88,0446_03,0446_03.png,Gujarati,character29,5
89,0446_15,0446_15.png,Gujarati,character29,5
90,0446_01,0446_01.png,Gujarati,character29,5
91,0446_14,0446_14.png,Gujarati,character29,5
92,0446_10,0446_10.png,Gujarati,character29,5
93,0446_04,0446_04.png,Gujarati,character29,5
94,0446_05,0446_05.png,Gujarati,character29,5
95,0446_11,0446_11.png,Gujarati,character29,5
96,0446_07,0446_07.png,Gujarati,character29,5
97,0446_13,0446_13.png,Gujarati,character29,5
98,0446_12,0446_12.png,Gujarati,character29,5
99,0446_06,0446_06.png,Gujarati,character29,5
100,0437_20,0437_20.png,Gujarati,character20,6
101,0437_08,0437_08.png,Gujarati,character20,6
102,0437_09,0437_09.png,Gujarati,character20,6
103,0437_19,0437_19.png,Gujarati,character20,6
104,0437_18,0437_18.png,Gujarati,character20,6
105,0437_16,0437_16.png,Gujarati,character20,6
106,0437_02,0437_02.png,Gujarati,character20,6
107,0437_03,0437_03.png,Gujarati,character20,6
108,0437_17,0437_17.png,Gujarati,character20,6
109,0437_01,0437_01.png,Gujarati,character20,6
110,0437_15,0437_15.png,Gujarati,character20,6
111,0437_14,0437_14.png,Gujarati,character20,6
112,0437_04,0437_04.png,Gujarati,character20,6
113,0437_10,0437_10.png,Gujarati,character20,6
114,0437_11,0437_11.png,Gujarati,character20,6
115,0437_05,0437_05.png,Gujarati,character20,6
116,0437_13,0437_13.png,Gujarati,character20,6
117,0437_07,0437_07.png,Gujarati,character20,6
118,0437_06,0437_06.png,Gujarati,character20,6
119,0437_12,0437_12.png,Gujarati,character20,6
120,0444_19,0444_19.png,Gujarati,character27,7
121,0444_18,0444_18.png,Gujarati,character27,7
122,0444_20,0444_20.png,Gujarati,character27,7
123,0444_08,0444_08.png,Gujarati,character27,7
124,0444_09,0444_09.png,Gujarati,character27,7
125,0444_07,0444_07.png,Gujarati,character27,7
126,0444_13,0444_13.png,Gujarati,character27,7
127,0444_12,0444_12.png,Gujarati,character27,7
128,0444_06,0444_06.png,Gujarati,character27,7
129,0444_10,0444_10.png,Gujarati,character27,7
130,0444_04,0444_04.png,Gujarati,character27,7
131,0444_05,0444_05.png,Gujarati,character27,7
132,0444_11,0444_11.png,Gujarati,character27,7
133,0444_15,0444_15.png,Gujarati,character27,7
134,0444_01,0444_01.png,Gujarati,character27,7
135,0444_14,0444_14.png,Gujarati,character27,7
136,0444_02,0444_02.png,Gujarati,character27,7
137,0444_16,0444_16.png,Gujarati,character27,7
138,0444_17,0444_17.png,Gujarati,character27,7
139,0444_03,0444_03.png,Gujarati,character27,7
140,0435_19,0435_19.png,Gujarati,character18,8
141,0435_18,0435_18.png,Gujarati,character18,8
142,0435_08,0435_08.png,Gujarati,character18,8
143,0435_20,0435_20.png,Gujarati,character18,8
144,0435_09,0435_09.png,Gujarati,character18,8
145,0435_13,0435_13.png,Gujarati,character18,8
146,0435_07,0435_07.png,Gujarati,character18,8
147,0435_06,0435_06.png,Gujarati,character18,8
148,0435_12,0435_12.png,Gujarati,character18,8
149,0435_04,0435_04.png,Gujarati,character18,8
150,0435_10,0435_10.png,Gujarati,character18,8
151,0435_11,0435_11.png,Gujarati,character18,8
152,0435_05,0435_05.png,Gujarati,character18,8
153,0435_01,0435_01.png,Gujarati,character18,8
154,0435_15,0435_15.png,Gujarati,character18,8
155,0435_14,0435_14.png,Gujarati,character18,8
156,0435_16,0435_16.png,Gujarati,character18,8
157,0435_02,0435_02.png,Gujarati,character18,8
158,0435_03,0435_03.png,Gujarati,character18,8
159,0435_17,0435_17.png,Gujarati,character18,8
160,0461_10,0461_10.png,Gujarati,character44,9
161,0461_04,0461_04.png,Gujarati,character44,9
162,0461_05,0461_05.png,Gujarati,character44,9
163,0461_11,0461_11.png,Gujarati,character44,9
164,0461_07,0461_07.png,Gujarati,character44,9
165,0461_13,0461_13.png,Gujarati,character44,9
166,0461_12,0461_12.png,Gujarati,character44,9
167,0461_06,0461_06.png,Gujarati,character44,9
168,0461_02,0461_02.png,Gujarati,character44,9
169,0461_16,0461_16.png,Gujarati,character44,9
170,0461_17,0461_17.png,Gujarati,character44,9
171,0461_03,0461_03.png,Gujarati,character44,9
172,0461_15,0461_15.png,Gujarati,character44,9
173,0461_01,0461_01.png,Gujarati,character44,9
174,0461_14,0461_14.png,Gujarati,character44,9
175,0461_19,0461_19.png,Gujarati,character44,9
176,0461_18,0461_18.png,Gujarati,character44,9
177,0461_08,0461_08.png,Gujarati,character44,9
178,0461_20,0461_20.png,Gujarati,character44,9
179,0461_09,0461_09.png,Gujarati,character44,9
180,0460_18,0460_18.png,Gujarati,character43,10
181,0460_19,0460_19.png,Gujarati,character43,10
182,0460_09,0460_09.png,Gujarati,character43,10
183,0460_08,0460_08.png,Gujarati,character43,10
184,0460_20,0460_20.png,Gujarati,character43,10
185,0460_06,0460_06.png,Gujarati,character43,10
186,0460_12,0460_12.png,Gujarati,character43,10
187,0460_13,0460_13.png,Gujarati,character43,10
188,0460_07,0460_07.png,Gujarati,character43,10
189,0460_11,0460_11.png,Gujarati,character43,10
190,0460_05,0460_05.png,Gujarati,character43,10
191,0460_04,0460_04.png,Gujarati,character43,10
192,0460_10,0460_10.png,Gujarati,character43,10
193,0460_14,0460_14.png,Gujarati,character43,10
194,0460_01,0460_01.png,Gujarati,character43,10
195,0460_15,0460_15.png,Gujarati,character43,10
196,0460_03,0460_03.png,Gujarati,character43,10
197,0460_17,0460_17.png,Gujarati,character43,10
198,0460_16,0460_16.png,Gujarati,character43,10
199,0460_02,0460_02.png,Gujarati,character43,10
200,0443_13,0443_13.png,Gujarati,character26,11
201,0443_07,0443_07.png,Gujarati,character26,11
202,0443_06,0443_06.png,Gujarati,character26,11
203,0443_12,0443_12.png,Gujarati,character26,11
204,0443_04,0443_04.png,Gujarati,character26,11
205,0443_10,0443_10.png,Gujarati,character26,11
206,0443_11,0443_11.png,Gujarati,character26,11
207,0443_05,0443_05.png,Gujarati,character26,11
208,0443_01,0443_01.png,Gujarati,character26,11
209,0443_15,0443_15.png,Gujarati,character26,11
210,0443_14,0443_14.png,Gujarati,character26,11
211,0443_16,0443_16.png,Gujarati,character26,11
212,0443_02,0443_02.png,Gujarati,character26,11
213,0443_03,0443_03.png,Gujarati,character26,11
214,0443_17,0443_17.png,Gujarati,character26,11
215,0443_19,0443_19.png,Gujarati,character26,11
216,0443_18,0443_18.png,Gujarati,character26,11
217,0443_08,0443_08.png,Gujarati,character26,11
218,0443_20,0443_20.png,Gujarati,character26,11
219,0443_09,0443_09.png,Gujarati,character26,11
220,0436_14,0436_14.png,Gujarati,character19,12
221,0436_15,0436_15.png,Gujarati,character19,12
222,0436_01,0436_01.png,Gujarati,character19,12
223,0436_17,0436_17.png,Gujarati,character19,12
224,0436_03,0436_03.png,Gujarati,character19,12
225,0436_02,0436_02.png,Gujarati,character19,12
226,0436_16,0436_16.png,Gujarati,character19,12
227,0436_12,0436_12.png,Gujarati,character19,12
228,0436_06,0436_06.png,Gujarati,character19,12
229,0436_07,0436_07.png,Gujarati,character19,12
230,0436_13,0436_13.png,Gujarati,character19,12
231,0436_05,0436_05.png,Gujarati,character19,12
232,0436_11,0436_11.png,Gujarati,character19,12
233,0436_10,0436_10.png,Gujarati,character19,12
234,0436_04,0436_04.png,Gujarati,character19,12
235,0436_09,0436_09.png,Gujarati,character19,12
236,0436_20,0436_20.png,Gujarati,character19,12
237,0436_08,0436_08.png,Gujarati,character19,12
238,0436_18,0436_18.png,Gujarati,character19,12
239,0436_19,0436_19.png,Gujarati,character19,12
240,0438_11,0438_11.png,Gujarati,character21,13
241,0438_05,0438_05.png,Gujarati,character21,13
242,0438_04,0438_04.png,Gujarati,character21,13
243,0438_10,0438_10.png,Gujarati,character21,13
244,0438_06,0438_06.png,Gujarati,character21,13
245,0438_12,0438_12.png,Gujarati,character21,13
246,0438_13,0438_13.png,Gujarati,character21,13
247,0438_07,0438_07.png,Gujarati,character21,13
248,0438_03,0438_03.png,Gujarati,character21,13
249,0438_17,0438_17.png,Gujarati,character21,13
250,0438_16,0438_16.png,Gujarati,character21,13
251,0438_02,0438_02.png,Gujarati,character21,13
252,0438_14,0438_14.png,Gujarati,character21,13
253,0438_01,0438_01.png,Gujarati,character21,13
254,0438_15,0438_15.png,Gujarati,character21,13
255,0438_18,0438_18.png,Gujarati,character21,13
256,0438_19,0438_19.png,Gujarati,character21,13
257,0438_09,0438_09.png,Gujarati,character21,13
258,0438_20,0438_20.png,Gujarati,character21,13
259,0438_08,0438_08.png,Gujarati,character21,13
260,0434_05,0434_05.png,Gujarati,character17,14
261,0434_11,0434_11.png,Gujarati,character17,14
262,0434_10,0434_10.png,Gujarati,character17,14
263,0434_04,0434_04.png,Gujarati,character17,14
264,0434_12,0434_12.png,Gujarati,character17,14
265,0434_06,0434_06.png,Gujarati,character17,14
266,0434_07,0434_07.png,Gujarati,character17,14
267,0434_13,0434_13.png,Gujarati,character17,14
268,0434_17,0434_17.png,Gujarati,character17,14
269,0434_03,0434_03.png,Gujarati,character17,14
270,0434_02,0434_02.png,Gujarati,character17,14
271,0434_16,0434_16.png,Gujarati,character17,14
272,0434_14,0434_14.png,Gujarati,character17,14
273,0434_15,0434_15.png,Gujarati,character17,14
274,0434_01,0434_01.png,Gujarati,character17,14
275,0434_18,0434_18.png,Gujarati,character17,14
276,0434_19,0434_19.png,Gujarati,character17,14
277,0434_09,0434_09.png,Gujarati,character17,14
278,0434_08,0434_08.png,Gujarati,character17,14
279,0434_20,0434_20.png,Gujarati,character17,14
280,0445_11,0445_11.png,Gujarati,character28,15
281,0445_05,0445_05.png,Gujarati,character28,15
282,0445_04,0445_04.png,Gujarati,character28,15
283,0445_10,0445_10.png,Gujarati,character28,15
284,0445_06,0445_06.png,Gujarati,character28,15
285,0445_12,0445_12.png,Gujarati,character28,15
286,0445_13,0445_13.png,Gujarati,character28,15
287,0445_07,0445_07.png,Gujarati,character28,15
288,0445_03,0445_03.png,Gujarati,character28,15
289,0445_17,0445_17.png,Gujarati,character28,15
290,0445_16,0445_16.png,Gujarati,character28,15
291,0445_02,0445_02.png,Gujarati,character28,15
292,0445_14,0445_14.png,Gujarati,character28,15
293,0445_01,0445_01.png,Gujarati,character28,15
294,0445_15,0445_15.png,Gujarati,character28,15
295,0445_18,0445_18.png,Gujarati,character28,15
296,0445_19,0445_19.png,Gujarati,character28,15
297,0445_09,0445_09.png,Gujarati,character28,15
298,0445_20,0445_20.png,Gujarati,character28,15
299,0445_08,0445_08.png,Gujarati,character28,15
300,0427_19,0427_19.png,Gujarati,character10,16
301,0427_18,0427_18.png,Gujarati,character10,16
302,0427_08,0427_08.png,Gujarati,character10,16
303,0427_20,0427_20.png,Gujarati,character10,16
304,0427_09,0427_09.png,Gujarati,character10,16
305,0427_07,0427_07.png,Gujarati,character10,16
306,0427_13,0427_13.png,Gujarati,character10,16
307,0427_12,0427_12.png,Gujarati,character10,16
308,0427_06,0427_06.png,Gujarati,character10,16
309,0427_10,0427_10.png,Gujarati,character10,16
310,0427_04,0427_04.png,Gujarati,character10,16
311,0427_05,0427_05.png,Gujarati,character10,16
312,0427_11,0427_11.png,Gujarati,character10,16
313,0427_15,0427_15.png,Gujarati,character10,16
314,0427_01,0427_01.png,Gujarati,character10,16
315,0427_14,0427_14.png,Gujarati,character10,16
316,0427_02,0427_02.png,Gujarati,character10,16
317,0427_16,0427_16.png,Gujarati,character10,16
318,0427_17,0427_17.png,Gujarati,character10,16
319,0427_03,0427_03.png,Gujarati,character10,16
320,0449_05,0449_05.png,Gujarati,character32,17
321,0449_11,0449_11.png,Gujarati,character32,17
322,0449_10,0449_10.png,Gujarati,character32,17
323,0449_04,0449_04.png,Gujarati,character32,17
324,0449_12,0449_12.png,Gujarati,character32,17
325,0449_06,0449_06.png,Gujarati,character32,17
326,0449_07,0449_07.png,Gujarati,character32,17
327,0449_13,0449_13.png,Gujarati,character32,17
328,0449_17,0449_17.png,Gujarati,character32,17
329,0449_03,0449_03.png,Gujarati,character32,17
330,0449_02,0449_02.png,Gujarati,character32,17
331,0449_16,0449_16.png,Gujarati,character32,17
332,0449_14,0449_14.png,Gujarati,character32,17
333,0449_15,0449_15.png,Gujarati,character32,17
334,0449_01,0449_01.png,Gujarati,character32,17
335,0449_18,0449_18.png,Gujarati,character32,17
336,0449_19,0449_19.png,Gujarati,character32,17
337,0449_09,0449_09.png,Gujarati,character32,17
338,0449_08,0449_08.png,Gujarati,character32,17
339,0449_20,0449_20.png,Gujarati,character32,17
340,0452_09,0452_09.png,Gujarati,character35,18
341,0452_20,0452_20.png,Gujarati,character35,18
342,0452_08,0452_08.png,Gujarati,character35,18
343,0452_18,0452_18.png,Gujarati,character35,18
344,0452_19,0452_19.png,Gujarati,character35,18
345,0452_14,0452_14.png,Gujarati,character35,18
346,0452_01,0452_01.png,Gujarati,character35,18
347,0452_15,0452_15.png,Gujarati,character35,18
348,0452_03,0452_03.png,Gujarati,character35,18
349,0452_17,0452_17.png,Gujarati,character35,18
350,0452_16,0452_16.png,Gujarati,character35,18
351,0452_02,0452_02.png,Gujarati,character35,18
352,0452_06,0452_06.png,Gujarati,character35,18
353,0452_12,0452_12.png,Gujarati,character35,18
354,0452_13,0452_13.png,Gujarati,character35,18
355,0452_07,0452_07.png,Gujarati,character35,18
356,0452_11,0452_11.png,Gujarati,character35,18
357,0452_05,0452_05.png,Gujarati,character35,18
358,0452_04,0452_04.png,Gujarati,character35,18
359,0452_10,0452_10.png,Gujarati,character35,18
360,0420_13,0420_13.png,Gujarati,character03,19
361,0420_07,0420_07.png,Gujarati,character03,19
362,0420_06,0420_06.png,Gujarati,character03,19
363,0420_12,0420_12.png,Gujarati,character03,19
364,0420_04,0420_04.png,Gujarati,character03,19
365,0420_10,0420_10.png,Gujarati,character03,19
366,0420_11,0420_11.png,Gujarati,character03,19
367,0420_05,0420_05.png,Gujarati,character03,19
368,0420_01,0420_01.png,Gujarati,character03,19
369,0420_15,0420_15.png,Gujarati,character03,19
370,0420_14,0420_14.png,Gujarati,character03,19
371,0420_16,0420_16.png,Gujarati,character03,19
372,0420_02,0420_02.png,Gujarati,character03,19
373,0420_03,0420_03.png,Gujarati,character03,19
374,0420_17,0420_17.png,Gujarati,character03,19
375,0420_19,0420_19.png,Gujarati,character03,19
376,0420_18,0420_18.png,Gujarati,character03,19
377,0420_20,0420_20.png,Gujarati,character03,19
378,0420_08,0420_08.png,Gujarati,character03,19
379,0420_09,0420_09.png,Gujarati,character03,19
380,0421_18,0421_18.png,Gujarati,character04,20
381,0421_19,0421_19.png,Gujarati,character04,20
382,0421_09,0421_09.png,Gujarati,character04,20
383,0421_20,0421_20.png,Gujarati,character04,20
384,0421_08,0421_08.png,Gujarati,character04,20
385,0421_05,0421_05.png,Gujarati,character04,20
386,0421_11,0421_11.png,Gujarati,character04,20
387,0421_10,0421_10.png,Gujarati,character04,20
388,0421_04,0421_04.png,Gujarati,character04,20
389,0421_12,0421_12.png,Gujarati,character04,20
390,0421_06,0421_06.png,Gujarati,character04,20
391,0421_07,0421_07.png,Gujarati,character04,20
392,0421_13,0421_13.png,Gujarati,character04,20
393,0421_17,0421_17.png,Gujarati,character04,20
394,0421_03,0421_03.png,Gujarati,character04,20
395,0421_02,0421_02.png,Gujarati,character04,20
396,0421_16,0421_16.png,Gujarati,character04,20
397,0421_14,0421_14.png,Gujarati,character04,20
398,0421_15,0421_15.png,Gujarati,character04,20
399,0421_01,0421_01.png,Gujarati,character04,20
400,0422_16,0422_16.png,Gujarati,character05,21
401,0422_02,0422_02.png,Gujarati,character05,21
402,0422_03,0422_03.png,Gujarati,character05,21
403,0422_17,0422_17.png,Gujarati,character05,21
404,0422_01,0422_01.png,Gujarati,character05,21
405,0422_15,0422_15.png,Gujarati,character05,21
406,0422_14,0422_14.png,Gujarati,character05,21
407,0422_04,0422_04.png,Gujarati,character05,21
408,0422_10,0422_10.png,Gujarati,character05,21
409,0422_11,0422_11.png,Gujarati,character05,21
410,0422_05,0422_05.png,Gujarati,character05,21
411,0422_13,0422_13.png,Gujarati,character05,21
412,0422_07,0422_07.png,Gujarati,character05,21
413,0422_06,0422_06.png,Gujarati,character05,21
414,0422_12,0422_12.png,Gujarati,character05,21
415,0422_08,0422_08.png,Gujarati,character05,21
416,0422_20,0422_20.png,Gujarati,character05,21
417,0422_09,0422_09.png,Gujarati,character05,21
418,0422_19,0422_19.png,Gujarati,character05,21
419,0422_18,0422_18.png,Gujarati,character05,21
420,0419_08,0419_08.png,Gujarati,character02,22
421,0419_20,0419_20.png,Gujarati,character02,22
422,0419_09,0419_09.png,Gujarati,character02,22
423,0419_19,0419_19.png,Gujarati,character02,22
424,0419_18,0419_18.png,Gujarati,character02,22
425,0419_01,0419_01.png,Gujarati,character02,22
426,0419_15,0419_15.png,Gujarati,character02,22
427,0419_14,0419_14.png,Gujarati,character02,22
428,0419_16,0419_16.png,Gujarati,character02,22
429,0419_02,0419_02.png,Gujarati,character02,22
430,0419_03,0419_03.png,Gujarati,character02,22
431,0419_17,0419_17.png,Gujarati,character02,22
432,0419_13,0419_13.png,Gujarati,character02,22
433,0419_07,0419_07.png,Gujarati,character02,22
434,0419_06,0419_06.png,Gujarati,character02,22
435,0419_12,0419_12.png,Gujarati,character02,22
436,0419_04,0419_04.png,Gujarati,character02,22
437,0419_10,0419_10.png,Gujarati,character02,22
438,0419_11,0419_11.png,Gujarati,character02,22
439,0419_05,0419_05.png,Gujarati,character02,22
440,0451_07,0451_07.png,Gujarati,character34,23
441,0451_13,0451_13.png,Gujarati,character34,23
442,0451_12,0451_12.png,Gujarati,character34,23
443,0451_06,0451_06.png,Gujarati,character34,23
444,0451_10,0451_10.png,Gujarati,character34,23
445,0451_04,0451_04.png,Gujarati,character34,23
446,0451_05,0451_05.png,Gujarati,character34,23
447,0451_11,0451_11.png,Gujarati,character34,23
448,0451_15,0451_15.png,Gujarati,character34,23
449,0451_01,0451_01.png,Gujarati,character34,23
450,0451_14,0451_14.png,Gujarati,character34,23
451,0451_02,0451_02.png,Gujarati,character34,23
452,0451_16,0451_16.png,Gujarati,character34,23
453,0451_17,0451_17.png,Gujarati,character34,23
454,0451_03,0451_03.png,Gujarati,character34,23
455,0451_19,0451_19.png,Gujarati,character34,23
456,0451_18,0451_18.png,Gujarati,character34,23
457,0451_08,0451_08.png,Gujarati,character34,23
458,0451_20,0451_20.png,Gujarati,character34,23
459,0451_09,0451_09.png,Gujarati,character34,23
460,0450_18,0450_18.png,Gujarati,character33,24
461,0450_19,0450_19.png,Gujarati,character33,24
462,0450_09,0450_09.png,Gujarati,character33,24
463,0450_08,0450_08.png,Gujarati,character33,24
464,0450_20,0450_20.png,Gujarati,character33,24
465,0450_11,0450_11.png,Gujarati,character33,24
466,0450_05,0450_05.png,Gujarati,character33,24
467,0450_04,0450_04.png,Gujarati,character33,24
468,0450_10,0450_10.png,Gujarati,character33,24
469,0450_06,0450_06.png,Gujarati,character33,24
470,0450_12,0450_12.png,Gujarati,character33,24
471,0450_13,0450_13.png,Gujarati,character33,24
472,0450_07,0450_07.png,Gujarati,character33,24
473,0450_03,0450_03.png,Gujarati,character33,24
474,0450_17,0450_17.png,Gujarati,character33,24
475,0450_16,0450_16.png,Gujarati,character33,24
476,0450_02,0450_02.png,Gujarati,character33,24
477,0450_14,0450_14.png,Gujarati,character33,24
478,0450_01,0450_01.png,Gujarati,character33,24
479,0450_15,0450_15.png,Gujarati,character33,24
480,0432_07,0432_07.png,Gujarati,character15,25
481,0432_13,0432_13.png,Gujarati,character15,25
482,0432_12,0432_12.png,Gujarati,character15,25
483,0432_06,0432_06.png,Gujarati,character15,25
484,0432_10,0432_10.png,Gujarati,character15,25
485,0432_04,0432_04.png,Gujarati,character15,25
486,0432_05,0432_05.png,Gujarati,character15,25
487,0432_11,0432_11.png,Gujarati,character15,25
488,0432_15,0432_15.png,Gujarati,character15,25
489,0432_01,0432_01.png,Gujarati,character15,25
490,0432_14,0432_14.png,Gujarati,character15,25
491,0432_02,0432_02.png,Gujarati,character15,25
492,0432_16,0432_16.png,Gujarati,character15,25
493,0432_17,0432_17.png,Gujarati,character15,25
494,0432_03,0432_03.png,Gujarati,character15,25
495,0432_19,0432_19.png,Gujarati,character15,25
496,0432_18,0432_18.png,Gujarati,character15,25
497,0432_20,0432_20.png,Gujarati,character15,25
498,0432_08,0432_08.png,Gujarati,character15,25
499,0432_09,0432_09.png,Gujarati,character15,25
500,0429_08,0429_08.png,Gujarati,character12,26
501,0429_20,0429_20.png,Gujarati,character12,26
502,0429_09,0429_09.png,Gujarati,character12,26
503,0429_19,0429_19.png,Gujarati,character12,26
504,0429_18,0429_18.png,Gujarati,character12,26
505,0429_16,0429_16.png,Gujarati,character12,26
506,0429_02,0429_02.png,Gujarati,character12,26
507,0429_03,0429_03.png,Gujarati,character12,26
508,0429_17,0429_17.png,Gujarati,character12,26
509,0429_01,0429_01.png,Gujarati,character12,26
510,0429_15,0429_15.png,Gujarati,character12,26
511,0429_14,0429_14.png,Gujarati,character12,26
512,0429_04,0429_04.png,Gujarati,character12,26
513,0429_10,0429_10.png,Gujarati,character12,26
514,0429_11,0429_11.png,Gujarati,character12,26
515,0429_05,0429_05.png,Gujarati,character12,26
516,0429_13,0429_13.png,Gujarati,character12,26
517,0429_07,0429_07.png,Gujarati,character12,26
518,0429_06,0429_06.png,Gujarati,character12,26
519,0429_12,0429_12.png,Gujarati,character12,26
520,0441_16,0441_16.png,Gujarati,character24,27
521,0441_02,0441_02.png,Gujarati,character24,27
522,0441_03,0441_03.png,Gujarati,character24,27
523,0441_17,0441_17.png,Gujarati,character24,27
524,0441_01,0441_01.png,Gujarati,character24,27
525,0441_15,0441_15.png,Gujarati,character24,27
526,0441_14,0441_14.png,Gujarati,character24,27
527,0441_04,0441_04.png,Gujarati,character24,27
528,0441_10,0441_10.png,Gujarati,character24,27
529,0441_11,0441_11.png,Gujarati,character24,27
530,0441_05,0441_05.png,Gujarati,character24,27
531,0441_13,0441_13.png,Gujarati,character24,27
532,0441_07,0441_07.png,Gujarati,character24,27
533,0441_06,0441_06.png,Gujarati,character24,27
534,0441_12,0441_12.png,Gujarati,character24,27
535,0441_20,0441_20.png,Gujarati,character24,27
536,0441_08,0441_08.png,Gujarati,character24,27
537,0441_09,0441_09.png,Gujarati,character24,27
538,0441_19,0441_19.png,Gujarati,character24,27
539,0441_18,0441_18.png,Gujarati,character24,27
540,0440_09,0440_09.png,Gujarati,character23,28
541,0440_20,0440_20.png,Gujarati,character23,28
542,0440_08,0440_08.png,Gujarati,character23,28
543,0440_18,0440_18.png,Gujarati,character23,28
544,0440_19,0440_19.png,Gujarati,character23,28
545,0440_14,0440_14.png,Gujarati,character23,28
546,0440_15,0440_15.png,Gujarati,character23,28
547,0440_01,0440_01.png,Gujarati,character23,28
548,0440_17,0440_17.png,Gujarati,character23,28
549,0440_03,0440_03.png,Gujarati,character23,28
550,0440_02,0440_02.png,Gujarati,character23,28
551,0440_16,0440_16.png,Gujarati,character23,28
552,0440_12,0440_12.png,Gujarati,character23,28
553,0440_06,0440_06.png,Gujarati,character23,28
554,0440_07,0440_07.png,Gujarati,character23,28
555,0440_13,0440_13.png,Gujarati,character23,28
556,0440_05,0440_05.png,Gujarati,character23,28
557,0440_11,0440_11.png,Gujarati,character23,28
