,imagepath,top1,top5,top5Result
11,testdata/1582_16.png,0,0,"[('1390_01.png', array([[0.52215344]], dtype=float32)), ('1353_16.png', array([[0.4975602]], dtype=float32)), ('1581_01.png', array([[0.48961926]], dtype=float32)), ('1568_06.png', array([[0.449956]], dtype=float32)), ('1329_10.png', array([[0.41766083]], dtype=float32))]"
12,testdata/0453_02.png,0,0,"[('1066_14.png', array([[0.5047043]], dtype=float32)), ('1427_08.png', array([[0.5015383]], dtype=float32)), ('0420_13.png', array([[0.46513355]], dtype=float32)), ('0750_10.png', array([[0.45890778]], dtype=float32)), ('0802_05.png', array([[0.44970846]], dtype=float32))]"
13,testdata/1164_02.png,0,0,"[('0908_15.png', array([[0.6663484]], dtype=float32)), ('0771_12.png', array([[0.60705835]], dtype=float32)), ('1506_08.png', array([[0.6022863]], dtype=float32)), ('1182_13.png', array([[0.5921614]], dtype=float32)), ('1374_05.png', array([[0.5868142]], dtype=float32))]"
14,testdata/0259_12.png,0,1,"[('0805_08.png', array([[0.55534554]], dtype=float32)), ('0438_08.png', array([[0.5441972]], dtype=float32)), ('0770_02.png', array([[0.5218686]], dtype=float32)), ('0259_18.png', array([[0.5202453]], dtype=float32)), ('0854_09.png', array([[0.5108836]], dtype=float32))]"
15,testdata/0761_08.png,0,0,"[('0036_12.png', array([[0.52862227]], dtype=float32)), ('1488_20.png', array([[0.48989433]], dtype=float32)), ('0958_02.png', array([[0.4812612]], dtype=float32)), ('0766_14.png', array([[0.48005444]], dtype=float32)), ('0297_16.png', array([[0.4778589]], dtype=float32))]"
16,testdata/0821_09.png,0,0,"[('1044_10.png', array([[0.5908197]], dtype=float32)), ('0631_02.png', array([[0.5879911]], dtype=float32)), ('1059_06.png', array([[0.577694]], dtype=float32)), ('1047_15.png', array([[0.56412005]], dtype=float32)), ('1262_15.png', array([[0.5596027]], dtype=float32))]"
17,testdata/0766_01.png,0,0,"[('0401_02.png', array([[0.5475106]], dtype=float32)), ('0184_04.png', array([[0.5419711]], dtype=float32)), ('0034_11.png', array([[0.53730977]], dtype=float32)), ('0911_11.png', array([[0.5353929]], dtype=float32)), ('1451_17.png', array([[0.5315336]], dtype=float32))]"
18,testdata/1251_01.png,0,1,"[('1268_07.png', array([[0.6701559]], dtype=float32)), ('1255_15.png', array([[0.65253]], dtype=float32)), ('1257_16.png', array([[0.6486113]], dtype=float32)), ('1267_17.png', array([[0.63823223]], dtype=float32)), ('1251_07.png', array([[0.6277997]], dtype=float32))]"
19,testdata/0380_15.png,1,1,"[('0380_08.png', array([[0.57107794]], dtype=float32)), ('0356_10.png', array([[0.52571535]], dtype=float32)), ('0393_16.png', array([[0.49954882]], dtype=float32)), ('0390_12.png', array([[0.4967897]], dtype=float32)), ('1271_09.png', array([[0.48449504]], dtype=float32))]"
20,testdata/1500_01.png,0,0,"[('0475_17.png', array([[0.61298025]], dtype=float32)), ('1498_03.png', array([[0.5516571]], dtype=float32)), ('1159_06.png', array([[0.50437903]], dtype=float32)), ('1340_17.png', array([[0.4771495]], dtype=float32)), ('1369_01.png', array([[0.46833715]], dtype=float32))]"
21,testdata/0037_01.png,0,0,"[('0031_13.png', array([[0.5469228]], dtype=float32)), ('0684_04.png', array([[0.5263377]], dtype=float32)), ('0830_03.png', array([[0.4547972]], dtype=float32)), ('0815_05.png', array([[0.45107093]], dtype=float32)), ('0726_15.png', array([[0.4486612]], dtype=float32))]"
22,testdata/0287_08.png,1,1,"[('0287_05.png', array([[0.70383775]], dtype=float32)), ('1494_10.png', array([[0.6514026]], dtype=float32)), ('0673_16.png', array([[0.49202865]], dtype=float32)), ('0016_13.png', array([[0.48185724]], dtype=float32)), ('1442_10.png', array([[0.45116553]], dtype=float32))]"
23,testdata/1288_12.png,0,0,"[('1317_19.png', array([[0.5800687]], dtype=float32)), ('1313_04.png', array([[0.55147415]], dtype=float32)), ('0274_05.png', array([[0.531954]], dtype=float32)), ('1266_03.png', array([[0.51984566]], dtype=float32)), ('0103_18.png', array([[0.5152345]], dtype=float32))]"
24,testdata/0408_06.png,0,0,"[('0772_20.png', array([[0.6846441]], dtype=float32)), ('0775_12.png', array([[0.6498129]], dtype=float32)), ('0090_20.png', array([[0.6322505]], dtype=float32)), ('0078_12.png', array([[0.5923891]], dtype=float32)), ('1353_16.png', array([[0.5921288]], dtype=float32))]"
25,testdata/1482_02.png,0,0,"[('1268_07.png', array([[0.5209732]], dtype=float32)), ('1062_18.png', array([[0.5049703]], dtype=float32)), ('1489_16.png', array([[0.5041497]], dtype=float32)), ('1260_15.png', array([[0.44410095]], dtype=float32)), ('1251_07.png', array([[0.43990707]], dtype=float32))]"
26,testdata/0202_16.png,0,0,"[('0924_17.png', array([[0.43120098]], dtype=float32)), ('0804_05.png', array([[0.4012456]], dtype=float32)), ('0691_20.png', array([[0.34484047]], dtype=float32)), ('0475_17.png', array([[0.3269298]], dtype=float32)), ('0916_06.png', array([[0.3239025]], dtype=float32))]"
27,testdata/1064_16.png,0,0,"[('0943_20.png', array([[0.5706173]], dtype=float32)), ('0306_17.png', array([[0.54962516]], dtype=float32)), ('0804_05.png', array([[0.54257685]], dtype=float32)), ('1080_01.png', array([[0.53497297]], dtype=float32)), ('0056_05.png', array([[0.51831377]], dtype=float32))]"
28,testdata/0874_20.png,0,0,"[('0462_05.png', array([[0.55810785]], dtype=float32)), ('1141_11.png', array([[0.5462338]], dtype=float32)), ('1163_10.png', array([[0.53042614]], dtype=float32)), ('1447_04.png', array([[0.5166615]], dtype=float32)), ('1596_04.png', array([[0.5103617]], dtype=float32))]"
29,testdata/0553_16.png,0,0,"[('0660_08.png', array([[0.48250246]], dtype=float32)), ('1167_16.png', array([[0.48207504]], dtype=float32)), ('1045_16.png', array([[0.46538845]], dtype=float32)), ('1524_19.png', array([[0.46439844]], dtype=float32)), ('1404_10.png', array([[0.44505745]], dtype=float32))]"
30,testdata/0359_06.png,0,0,"[('1282_07.png', array([[0.50830144]], dtype=float32)), ('1315_19.png', array([[0.48343897]], dtype=float32)), ('0358_19.png', array([[0.4815616]], dtype=float32)), ('0382_20.png', array([[0.47880584]], dtype=float32)), ('0392_09.png', array([[0.4729728]], dtype=float32))]"
31,testdata/0130_08.png,0,0,"[('0118_17.png', array([[0.6262189]], dtype=float32)), ('0115_17.png', array([[0.5370989]], dtype=float32)), ('1388_11.png', array([[0.5351018]], dtype=float32)), ('1297_03.png', array([[0.5286596]], dtype=float32)), ('0705_09.png', array([[0.52473474]], dtype=float32))]"
32,testdata/1407_08.png,0,0,"[('0112_04.png', array([[0.54736555]], dtype=float32)), ('0472_10.png', array([[0.5171383]], dtype=float32)), ('1381_13.png', array([[0.49648544]], dtype=float32)), ('1302_05.png', array([[0.49559543]], dtype=float32)), ('0220_20.png', array([[0.48842597]], dtype=float32))]"
33,testdata/0408_12.png,0,0,"[('0775_12.png', array([[0.60930216]], dtype=float32)), ('0063_08.png', array([[0.5958673]], dtype=float32)), ('1060_13.png', array([[0.586751]], dtype=float32)), ('1296_07.png', array([[0.5829847]], dtype=float32)), ('0791_16.png', array([[0.5798558]], dtype=float32))]"
34,testdata/1288_06.png,0,0,"[('0385_04.png', array([[0.47179958]], dtype=float32)), ('1549_13.png', array([[0.46882874]], dtype=float32)), ('0567_07.png', array([[0.45965052]], dtype=float32)), ('1141_11.png', array([[0.45004475]], dtype=float32)), ('0369_12.png', array([[0.4438293]], dtype=float32))]"
35,testdata/0202_02.png,0,0,"[('0203_04.png', array([[0.4637382]], dtype=float32)), ('0479_08.png', array([[0.41452655]], dtype=float32)), ('0921_09.png', array([[0.391922]], dtype=float32)), ('0945_05.png', array([[0.3763969]], dtype=float32)), ('1480_18.png', array([[0.36622322]], dtype=float32))]"
36,testdata/1482_16.png,0,0,"[('1055_01.png', array([[0.45868316]], dtype=float32)), ('0566_08.png', array([[0.43668503]], dtype=float32)), ('0787_17.png', array([[0.415525]], dtype=float32)), ('0290_19.png', array([[0.40909195]], dtype=float32)), ('1260_15.png', array([[0.3995456]], dtype=float32))]"
37,testdata/0553_02.png,1,1,"[('0553_04.png', array([[0.5832516]], dtype=float32)), ('1518_18.png', array([[0.50565267]], dtype=float32)), ('1276_16.png', array([[0.5052963]], dtype=float32)), ('1027_18.png', array([[0.5021964]], dtype=float32)), ('0660_08.png', array([[0.4944437]], dtype=float32))]"
38,testdata/1064_02.png,0,0,"[('1104_10.png', array([[0.5511912]], dtype=float32)), ('1083_02.png', array([[0.53751504]], dtype=float32)), ('0583_01.png', array([[0.51471364]], dtype=float32)), ('0279_18.png', array([[0.47998536]], dtype=float32)), ('0989_02.png', array([[0.46182483]], dtype=float32))]"
39,testdata/1356_08.png,0,0,"[('0786_20.png', array([[0.58241236]], dtype=float32)), ('1324_02.png', array([[0.54630804]], dtype=float32)), ('0277_12.png', array([[0.5371059]], dtype=float32)), ('0234_04.png', array([[0.5353271]], dtype=float32)), ('0168_12.png', array([[0.53382087]], dtype=float32))]"
40,testdata/0359_12.png,0,0,"[('0392_09.png', array([[0.58286273]], dtype=float32)), ('0358_19.png', array([[0.54897135]], dtype=float32)), ('1298_04.png', array([[0.53517044]], dtype=float32)), ('1254_10.png', array([[0.53213143]], dtype=float32)), ('0390_12.png', array([[0.5247979]], dtype=float32))]"
41,testdata/0661_08.png,0,0,"[('1247_11.png', array([[0.64271015]], dtype=float32)), ('1258_16.png', array([[0.6013542]], dtype=float32)), ('1256_08.png', array([[0.59086907]], dtype=float32)), ('1249_03.png', array([[0.5657878]], dtype=float32)), ('1265_01.png', array([[0.56292087]], dtype=float32))]"
42,testdata/1251_15.png,1,1,"[('1251_07.png', array([[0.644581]], dtype=float32)), ('1268_07.png', array([[0.6418045]], dtype=float32)), ('1267_17.png', array([[0.5887722]], dtype=float32)), ('1257_16.png', array([[0.56201243]], dtype=float32)), ('1255_15.png', array([[0.51922274]], dtype=float32))]"
43,testdata/0766_15.png,1,1,"[('0766_14.png', array([[0.74255913]], dtype=float32)), ('0036_12.png', array([[0.52280813]], dtype=float32)), ('1488_20.png', array([[0.51929986]], dtype=float32)), ('0820_11.png', array([[0.49934298]], dtype=float32)), ('0921_09.png', array([[0.48678342]], dtype=float32))]"
44,testdata/0826_14.png,0,1,"[('0804_05.png', array([[0.6038033]], dtype=float32)), ('0851_09.png', array([[0.59840703]], dtype=float32)), ('0826_16.png', array([[0.5950161]], dtype=float32)), ('0936_02.png', array([[0.58949566]], dtype=float32)), ('0694_20.png', array([[0.58923864]], dtype=float32))]"
45,testdata/0037_15.png,0,0,"[('0227_17.png', array([[0.5815676]], dtype=float32)), ('0297_16.png', array([[0.5622566]], dtype=float32)), ('0690_14.png', array([[0.53200495]], dtype=float32)), ('0124_01.png', array([[0.5130868]], dtype=float32)), ('0044_09.png', array([[0.50981367]], dtype=float32))]"
46,testdata/1500_15.png,0,0,"[('1491_03.png', array([[0.5144341]], dtype=float32)), ('1542_18.png', array([[0.4720779]], dtype=float32)), ('1071_04.png', array([[0.45113713]], dtype=float32)), ('0458_18.png', array([[0.42439064]], dtype=float32)), ('0282_16.png', array([[0.41596365]], dtype=float32))]"
47,testdata/0380_01.png,0,1,"[('1247_11.png', array([[0.5371312]], dtype=float32)), ('0578_08.png', array([[0.52149904]], dtype=float32)), ('0380_08.png', array([[0.49766272]], dtype=float32)), ('1254_10.png', array([[0.49331334]], dtype=float32)), ('1253_14.png', array([[0.49082392]], dtype=float32))]"
48,testdata/1388_12.png,1,1,"[('1388_11.png', array([[0.58803165]], dtype=float32)), ('0777_19.png', array([[0.5836946]], dtype=float32)), ('1299_11.png', array([[0.56890374]], dtype=float32)), ('0786_20.png', array([[0.5401929]], dtype=float32)), ('0292_08.png', array([[0.53755796]], dtype=float32))]"
49,testdata/0387_08.png,0,0,"[('0364_18.png', array([[0.5207609]], dtype=float32)), ('0389_15.png', array([[0.51253843]], dtype=float32)), ('0381_15.png', array([[0.5101968]], dtype=float32)), ('0375_12.png', array([[0.5101894]], dtype=float32)), ('1340_17.png', array([[0.5052693]], dtype=float32))]"
50,testdata/0508_06.png,0,1,"[('0493_08.png', array([[0.45088306]], dtype=float32)), ('0508_09.png', array([[0.44332963]], dtype=float32)), ('0537_12.png', array([[0.41792688]], dtype=float32)), ('1361_13.png', array([[0.41500792]], dtype=float32)), ('0854_09.png', array([[0.4060767]], dtype=float32))]"
51,testdata/1582_02.png,1,1,"[('1582_12.png', array([[0.5784483]], dtype=float32)), ('1233_08.png', array([[0.44856125]], dtype=float32)), ('1244_08.png', array([[0.44652018]], dtype=float32)), ('1581_01.png', array([[0.4208533]], dtype=float32)), ('1125_12.png', array([[0.41228303]], dtype=float32))]"
52,testdata/0302_16.png,0,1,"[('0913_06.png', array([[0.58423203]], dtype=float32)), ('0931_17.png', array([[0.5461864]], dtype=float32)), ('0483_12.png', array([[0.51192594]], dtype=float32)), ('0302_10.png', array([[0.505149]], dtype=float32)), ('0240_07.png', array([[0.48696697]], dtype=float32))]"
53,testdata/1164_16.png,0,1,"[('0420_13.png', array([[0.589149]], dtype=float32)), ('1164_05.png', array([[0.58869135]], dtype=float32)), ('0883_06.png', array([[0.57211393]], dtype=float32)), ('1171_05.png', array([[0.57011974]], dtype=float32)), ('0166_16.png', array([[0.55673814]], dtype=float32))]"
54,testdata/0453_16.png,0,0,"[('1573_04.png', array([[0.528682]], dtype=float32)), ('1103_18.png', array([[0.52325374]], dtype=float32)), ('0782_15.png', array([[0.51583236]], dtype=float32)), ('0327_09.png', array([[0.46195114]], dtype=float32)), ('0444_10.png', array([[0.45700115]], dtype=float32))]"
55,testdata/0974_20.png,0,0,"[('1276_16.png', array([[0.40332466]], dtype=float32)), ('0329_04.png', array([[0.37105805]], dtype=float32)), ('1237_20.png', array([[0.36275]], dtype=float32)), ('1313_04.png', array([[0.35876164]], dtype=float32)), ('0611_15.png', array([[0.35486096]], dtype=float32))]"
56,testdata/0259_06.png,0,0,"[('0805_08.png', array([[0.52682316]], dtype=float32)), ('0951_03.png', array([[0.5209869]], dtype=float32)), ('1475_06.png', array([[0.5136826]], dtype=float32)), ('1345_08.png', array([[0.5056421]], dtype=float32)), ('0952_14.png', array([[0.5035883]], dtype=float32))]"
57,testdata/0666_01.png,0,0,"[('0561_08.png', array([[0.5321052]], dtype=float32)), ('0060_17.png', array([[0.5311692]], dtype=float32)), ('1052_12.png', array([[0.52686316]], dtype=float32)), ('0402_15.png', array([[0.50412136]], dtype=float32)), ('1417_02.png', array([[0.4559814]], dtype=float32))]"
58,testdata/1351_01.png,0,1,"[('0117_12.png', array([[0.5863613]], dtype=float32)), ('1324_02.png', array([[0.5739678]], dtype=float32)), ('1351_19.png', array([[0.5735114]], dtype=float32)), ('1305_15.png', array([[0.54965293]], dtype=float32)), ('1357_02.png', array([[0.53859603]], dtype=float32))]"
59,testdata/0280_15.png,1,1,"[('0280_02.png', array([[0.5361458]], dtype=float32)), ('0382_20.png', array([[0.51862824]], dtype=float32)), ('0368_20.png', array([[0.5166172]], dtype=float32)), ('0356_10.png', array([[0.51380944]], dtype=float32)), ('0294_15.png', array([[0.50294024]], dtype=float32))]"
60,testdata/1400_01.png,0,1,"[('0804_05.png', array([[0.87518233]], dtype=float32)), ('1400_12.png', array([[0.7880119]], dtype=float32)), ('0556_03.png', array([[0.78109795]], dtype=float32)), ('0306_17.png', array([[0.7218606]], dtype=float32)), ('0916_06.png', array([[0.70316195]], dtype=float32))]"
61,testdata/0137_01.png,1,1,"[('0137_19.png', array([[0.5181533]], dtype=float32)), ('1219_16.png', array([[0.5065541]], dtype=float32)), ('0153_14.png', array([[0.4884599]], dtype=float32)), ('0176_07.png', array([[0.46058428]], dtype=float32)), ('0857_16.png', array([[0.44902217]], dtype=float32))]"
62,testdata/1452_09.png,0,0,"[('0752_01.png', array([[0.5030814]], dtype=float32)), ('1160_12.png', array([[0.49628353]], dtype=float32)), ('1385_15.png', array([[0.49411017]], dtype=float32)), ('1453_20.png', array([[0.49071372]], dtype=float32)), ('1437_11.png', array([[0.48787504]], dtype=float32))]"
63,testdata/0165_09.png,0,0,"[('0878_19.png', array([[0.55678713]], dtype=float32)), ('1529_05.png', array([[0.5486342]], dtype=float32)), ('1163_10.png', array([[0.5361266]], dtype=float32)), ('1510_06.png', array([[0.5242509]], dtype=float32)), ('0399_07.png', array([[0.52361965]], dtype=float32))]"
64,testdata/0257_03.png,0,0,"[('1262_15.png', array([[0.5850755]], dtype=float32)), ('0640_11.png', array([[0.5717174]], dtype=float32)), ('1321_02.png', array([[0.55443]], dtype=float32)), ('1383_08.png', array([[0.54260445]], dtype=float32)), ('1324_02.png', array([[0.5377759]], dtype=float32))]"
65,testdata/1258_19.png,0,1,"[('1262_15.png', array([[0.7194975]], dtype=float32)), ('1258_16.png', array([[0.6654265]], dtype=float32)), ('1319_18.png', array([[0.5974283]], dtype=float32)), ('1264_03.png', array([[0.58857787]], dtype=float32)), ('1261_15.png', array([[0.58683676]], dtype=float32))]"
66,testdata/0387_20.png,0,1,"[('0351_07.png', array([[0.7158209]], dtype=float32)), ('0280_02.png', array([[0.5926728]], dtype=float32)), ('0367_19.png', array([[0.56222886]], dtype=float32)), ('0387_17.png', array([[0.5498433]], dtype=float32)), ('0389_15.png', array([[0.5447477]], dtype=float32))]"
67,testdata/1031_03.png,0,0,"[('1413_10.png', array([[0.4601255]], dtype=float32)), ('0114_19.png', array([[0.45455074]], dtype=float32)), ('0464_02.png', array([[0.44873136]], dtype=float32)), ('0336_02.png', array([[0.44092342]], dtype=float32)), ('1404_10.png', array([[0.4372058]], dtype=float32))]"
68,testdata/1509_19.png,0,0,"[('1516_16.png', array([[0.6024529]], dtype=float32)), ('0860_02.png', array([[0.5673741]], dtype=float32)), ('1530_03.png', array([[0.5605509]], dtype=float32)), ('1506_08.png', array([[0.5562348]], dtype=float32)), ('1346_11.png', array([[0.5385765]], dtype=float32))]"
69,testdata/1386_17.png,0,0,"[('0074_19.png', array([[0.4275908]], dtype=float32)), ('0872_05.png', array([[0.41186148]], dtype=float32)), ('0106_08.png', array([[0.40653086]], dtype=float32)), ('0847_17.png', array([[0.40342733]], dtype=float32)), ('1433_16.png', array([[0.38948074]], dtype=float32))]"
70,testdata/0634_09.png,0,0,"[('1105_08.png', array([[0.555982]], dtype=float32)), ('0227_17.png', array([[0.5461825]], dtype=float32)), ('0638_11.png', array([[0.5274534]], dtype=float32)), ('0829_19.png', array([[0.5137608]], dtype=float32)), ('0089_12.png', array([[0.51261187]], dtype=float32))]"
71,testdata/0974_08.png,0,0,"[('0254_16.png', array([[0.40270567]], dtype=float32)), ('1423_08.png', array([[0.39562625]], dtype=float32)), ('0190_16.png', array([[0.38502473]], dtype=float32)), ('1260_15.png', array([[0.3834842]], dtype=float32)), ('0848_02.png', array([[0.37679884]], dtype=float32))]"
72,testdata/1303_09.png,0,0,"[('0352_17.png', array([[0.587183]], dtype=float32)), ('0391_13.png', array([[0.57111967]], dtype=float32)), ('1284_18.png', array([[0.5605096]], dtype=float32)), ('0387_17.png', array([[0.5531691]], dtype=float32)), ('0277_12.png', array([[0.54797256]], dtype=float32))]"
73,testdata/0733_14.png,0,0,"[('0746_14.png', array([[0.67695034]], dtype=float32)), ('0086_15.png', array([[0.5932081]], dtype=float32)), ('1010_15.png', array([[0.568124]], dtype=float32)), ('0804_05.png', array([[0.53830063]], dtype=float32)), ('0692_04.png', array([[0.53311926]], dtype=float32))]"
74,testdata/0873_15.png,0,0,"[('0162_11.png', array([[0.6905421]], dtype=float32)), ('0860_02.png', array([[0.6631965]], dtype=float32)), ('0870_19.png', array([[0.5981159]], dtype=float32)), ('0185_16.png', array([[0.5963696]], dtype=float32)), ('0167_04.png', array([[0.5899694]], dtype=float32))]"
75,testdata/1204_14.png,0,0,"[('1183_02.png', array([[0.49647552]], dtype=float32)), ('0163_12.png', array([[0.46335816]], dtype=float32)), ('1428_15.png', array([[0.4589119]], dtype=float32)), ('0918_13.png', array([[0.45763424]], dtype=float32)), ('1475_06.png', array([[0.45429492]], dtype=float32))]"
76,testdata/0139_04.png,1,1,"[('0139_18.png', array([[0.56050503]], dtype=float32)), ('1510_06.png', array([[0.50858694]], dtype=float32)), ('1112_11.png', array([[0.49503058]], dtype=float32)), ('0078_12.png', array([[0.48524165]], dtype=float32)), ('1596_04.png', array([[0.48474672]], dtype=float32))]"
77,testdata/0668_04.png,0,0,"[('1320_13.png', array([[0.44437695]], dtype=float32)), ('1524_19.png', array([[0.4369281]], dtype=float32)), ('1304_08.png', array([[0.4297683]], dtype=float32)), ('1279_08.png', array([[0.42582357]], dtype=float32)), ('0889_18.png', array([[0.4215788]], dtype=float32))]"
78,testdata/0928_05.png,0,0,"[('0941_14.png', array([[0.45905244]], dtype=float32)), ('0060_17.png', array([[0.34164342]], dtype=float32)), ('1539_19.png', array([[0.3415479]], dtype=float32)), ('0702_05.png', array([[0.33779064]], dtype=float32)), ('0835_17.png', array([[0.33651614]], dtype=float32))]"
79,testdata/1555_14.png,0,0,"[('0485_09.png', array([[0.49983728]], dtype=float32)), ('0876_18.png', array([[0.49841854]], dtype=float32)), ('1556_08.png', array([[0.48868215]], dtype=float32)), ('0870_19.png', array([[0.4725551]], dtype=float32)), ('0831_20.png', array([[0.47102815]], dtype=float32))]"
80,testdata/0062_14.png,0,0,"[('0458_18.png', array([[0.53379625]], dtype=float32)), ('0049_19.png', array([[0.4824332]], dtype=float32)), ('1592_13.png', array([[0.4801423]], dtype=float32)), ('0101_20.png', array([[0.47902292]], dtype=float32)), ('1105_08.png', array([[0.46698022]], dtype=float32))]"
81,testdata/1407_20.png,0,0,"[('0834_04.png', array([[0.5133027]], dtype=float32)), ('0942_04.png', array([[0.5049222]], dtype=float32)), ('1131_01.png', array([[0.47650582]], dtype=float32)), ('1080_01.png', array([[0.47163934]], dtype=float32)), ('1367_20.png', array([[0.47157717]], dtype=float32))]"
82,testdata/0357_17.png,0,1,"[('0389_15.png', array([[0.6146284]], dtype=float32)), ('0357_04.png', array([[0.596679]], dtype=float32)), ('1285_01.png', array([[0.59027374]], dtype=float32)), ('0352_17.png', array([[0.57263756]], dtype=float32)), ('0378_05.png', array([[0.5627018]], dtype=float32))]"
83,testdata/0130_20.png,0,0,"[('0057_03.png', array([[0.5544427]], dtype=float32)), ('1487_07.png', array([[0.5005008]], dtype=float32)), ('1008_13.png', array([[0.47484434]], dtype=float32)), ('0419_03.png', array([[0.46274936]], dtype=float32)), ('1299_11.png', array([[0.45601878]], dtype=float32))]"
84,testdata/0289_19.png,0,0,"[('1248_02.png', array([[0.6006286]], dtype=float32)), ('0356_10.png', array([[0.5987419]], dtype=float32)), ('0285_12.png', array([[0.5890217]], dtype=float32)), ('1271_09.png', array([[0.55360067]], dtype=float32)), ('0294_15.png', array([[0.5126608]], dtype=float32))]"
85,testdata/1286_03.png,1,1,"[('1286_14.png', array([[0.70359695]], dtype=float32)), ('1132_08.png', array([[0.6089165]], dtype=float32)), ('0788_19.png', array([[0.5365227]], dtype=float32)), ('0587_11.png', array([[0.52533734]], dtype=float32)), ('0772_20.png', array([[0.5180735]], dtype=float32))]"
86,testdata/0406_17.png,0,0,"[('0838_03.png', array([[0.6721251]], dtype=float32)), ('0822_04.png', array([[0.4864799]], dtype=float32)), ('0704_14.png', array([[0.46729845]], dtype=float32)), ('1302_05.png', array([[0.46405995]], dtype=float32)), ('1040_03.png', array([[0.45575446]], dtype=float32))]"
87,testdata/0661_20.png,0,1,"[('0712_09.png', array([[0.5789876]], dtype=float32)), ('0289_03.png', array([[0.52904534]], dtype=float32)), ('0661_15.png', array([[0.513549]], dtype=float32)), ('1313_04.png', array([[0.44995636]], dtype=float32)), ('1206_03.png', array([[0.44168326]], dtype=float32))]"
88,testdata/1356_20.png,0,0,"[('0665_05.png', array([[0.5491855]], dtype=float32)), ('1059_06.png', array([[0.5254551]], dtype=float32)), ('1357_02.png', array([[0.5172714]], dtype=float32)), ('1181_07.png', array([[0.51182]], dtype=float32)), ('0844_18.png', array([[0.5049329]], dtype=float32))]"
89,testdata/1131_17.png,0,0,"[('0544_15.png', array([[0.54602253]], dtype=float32)), ('0819_20.png', array([[0.53312993]], dtype=float32)), ('1133_02.png', array([[0.53277683]], dtype=float32)), ('0411_18.png', array([[0.5158068]], dtype=float32)), ('0235_03.png', array([[0.5054362]], dtype=float32))]"
